vclaim_id	vclaim	title
vclaim-sno-ted-yoho-votes	Congressman Ted Yoho said that African-Americans should get only 3/5ths of a vote.	Did Ted Yoho Say African-Americans Should Get Only 3/5ths of a Vote?
vclaim-sno-teddy-roosevelt-anger-a-liberal-quote	"Teddy Roosevelt said that ""to anger a conservative, lie to him; to anger a liberal, tell him the truth."""	Teddy Roosevelt on Conservatives vs. Liberals
vclaim-sno-teddy-roosevelt-patriotic-quote	"U.S. President Teddy Roosevelt once said, ""Patriotism means to stand by the country. It does not mean to stand by the president."""	Did Teddy Roosevelt Say ‘Patriotism Means to Stand by the Country … Not the President’?
vclaim-sno-teddy-stoddard	Did a boy named Teddy Stoddard give his teacher old perfume and a bracelet in gratitude for her kindness, thereby creating a friendship that turned his life around?	Teddy Stoddard
vclaim-sno-tedx-pedophilia-sexual-orientation	A TEDx speaker gave a talk that referred to pedophilia as an 'unchangeable sexual orientation.'	Did a TEDx Speaker Say Pedophilia Is an ‘Unchangeable Sexual Orientation’?
vclaim-sno-teen-boy-46-times	"A teen boy died of ""orgasmic shock"" after masturbating 46 times in a row."	Did a Teen Boy Die After Pleasuring Himself 46 Times?
vclaim-sno-teen-dies-after-60-minute-challenge	A teen boy died after participating in a 60-minute masturbation challenge.	Teen Dies After 60 Minute Challenge?
vclaim-sno-teen-hector-cruz-contracts-herpes-condom-challenge	"A teenager named Hector Cruz contracted herpes by participating in the ""condom challenge"" social media trend."	FALSE: Teen Hector Cruz Contracts Herpes from Condom Challenge
vclaim-sno-teen-insurance-coronavirus	An uninsured 17-year-old boy died of COVID-19 symptoms after being refused care due to a lack of medical insurance.	Did Uninsured Teen Die of COVID-19 After Being Denied Treatment?
vclaim-sno-teen-kills-younger-brother-because-he-thought-he-deleted-his-pokemon	A 15-year-old boy stabbed his brother to death because he thought the younger boy had deleted his Pokemon,	Teen Kills Younger Brother Because He Thought He Deleted His Pokemon
vclaim-sno-teen-noa-pothoven-euthanasia	Dutch teen author Noa Pothoven was voluntarily euthanized.	Did Dutch Teen Noa Pothoven Die by Euthanasia?
vclaim-sno-teen-playing-pokemon-go-stabbed	A teenager was stabbed after accidentally wandering into a bad neighborhood while playing the new 'Pokemon Go' app.	Teen Playing ‘Pokemon Go’ Stabbed and Mugged for His iPhone
vclaim-sno-teen-sells-kidney-for-iphone	In 2011, a Chinese teenager sold his kidney in exchange for cash, which he used to buy an iPhone and an iPad.	Did a Teen Sell His Kidney in Exchange for an iPhone?
vclaim-sno-teenage-arizona-couple-moves-out-of-chicago-after-just-one-day-because-of-assault	A young couple was assaulted in Chicago, causing them to move back to Arizona after just one day in the city.	Teenage Arizona Couple Moves Out of Chicago After Just One Day Because of Assault?
vclaim-sno-teenage-daughter-shirt-pregnant	"A photograph showing a teenager in a ""stay clear boys"" shirt and a second image of a pregnant woman feature the same person."	Did a Teenage Daughter Dressed in Dad’s ‘Stay Clear Boys’ Shirt Get Pregnant?
vclaim-sno-teenagers-sewing-mouths-shut-scary-new-trend	Teens are sewing their mouths shut in the latest fashion craze.	Are Teenagers Sewing Their Mouths Shut in a ‘Scary’ New Trend?
vclaim-sno-teens-spread-covid-adults	Teens and tweens transmit SARS-CoV-2 quicker and more efficiently than adults.	Do Teens Spread COVID-19 As Fast As Adults?
vclaim-sno-teleka-patrick	Gospel singer Marvin Sapp is linked to the disappearance of	Disappearance of Dr. Teleka Patrick
vclaim-sno-telephony	Photograph shows Barack Obama holding a telephone upside down.	FALSE: Barack Obama with Upside-Down Telephone
vclaim-sno-televangelist-threatens-civil-war	"Televangelist Kenneth Copeland says ""civil war"" will unfold if Donald Trump loses the presidential election."	Kenneth Copeland: ‘Whoever Doesn’t Vote for Trump Will Be Guilty for the Civil War We Planned’
vclaim-sno-temple-of-baal-in-new-york-city	The Temple of Baal is being rebuilt in New York and London as an operable house of worship, with more such temples to follow.	Temple of Baal in New York City
vclaim-sno-temptations-cat-treats-facebook-warning	Temptations cat treats are causing renal failure in cats.	Temptations Cat Treats Facebook Warning
vclaim-sno-ten-commandments-mississippi	Mississippi House Bill 1100 would force public school teachers to recite the Ten Commandments at the start of each school day.	Did a Mississippi Democrat Propose a Law to Force Teachers to Recite the Ten Commandments?
vclaim-sno-tennessee-bill-children-illegitimate	A bill introduced to the Tennessee General Assembly classifies children born from artificial insemination as illegitimate.	Does A Proposed Tennessee Bill Classify Children Born from Artificial Insemination as “Illegitimate”?
vclaim-sno-tennessee-rep-meth-lab	A police raid on a Tennessee congressman's property turned up a meth lab and fourteen pounds of methamphetamine.	Police Don’t Find Fake Democratic Congressman’s Non-Existent Meth Lab
vclaim-sno-tennessee-schoolchildren-islam	A photograph shows Tennessee public school students being forced to pray in a mosque.	Were Tennessee Schoolchildren Forced to Bow Down to Allah?
vclaim-sno-tennis-balls-toxic-dogs	Dogs can suffer chemical burns from chewing on tennis balls.	Are Tennis Balls Toxic to Dogs?
vclaim-sno-tents-situation	An image captures a bear seconds before the ursine mauled its photographer to death.	Was Photographer Michio Hoshino Killed by a Bear?
vclaim-sno-term-limits	A proposal before Congress would repeal the 22nd amendment to allow Barack Obama to serve as “President for life.”	Bill to Repeal the 22nd Amendment
vclaim-sno-term-paper-goods	The idea for FedEx earned that company's founder a failing mark while he was a college student.	The Origins of FedEx
vclaim-sno-terminator-2-commentary-policing	"Film director James Cameron said that he chose a cop for the villain of ""Terminator 2"" in part because ""cops think of all non-cops as less than they are."""	Was ‘Terminator 2’ Villain Created as a Commentary on Policing?
vclaim-sno-terms-of-service-violation-scam	Facebook is about to close your account, citing violation of its policies.	Facebook Terms of Service Violation Scam
vclaim-sno-terms-of-service	"Congress is ""moving to appoint Barack Obama to a third term"" in 2016"	Terms of Service
vclaim-sno-terri-schiavo	CBS has announced plans to produce a made-for-TV movie about the Terri Schiavo case.	Terri Schiavo TV Film
vclaim-sno-terrifying-warning-about-ice-cream-trucks-and-chloroform	Mothers of girls should be on the lookout for ice cream trucks (specifically Mr. Softee branded ones) as reports of chloroform kidnappings have surfaced.	‘Terrifying Warning’ About Ice Cream Trucks and Chloroform
vclaim-sno-terrorist-attacks-22	There is a meaningful link between terrorist attacks and the 22nd day of the month	Is There a Link Between Terrorist Attacks and the 22nd Day of the Month?
vclaim-sno-terrorist-attacks-entry-restriction	A chart documents that nationals from the seven countries included in President Trump's U.S. entry restriction have not killed any American citizens since 1975.	No Deadly Terrorist Attacks by People from Countries Included in Foreign Entry Restriction?
vclaim-sno-terrorist-threat-alert	A spoof of terrorist threat levels was written by English comic John Cleese.	Alert to Threats in 2013 Europe
vclaim-sno-tesla-car-really-space	A series of images show a Tesla vehicle in space.	Is This Car Really in Space?
vclaim-sno-tesla-cell-phones-1926	"In 1926, scientist and inventor Nikola Tesla described a future ""when wireless is perfectly applied the whole earth"" in a way that allows humans ""to communicate with one another instantly irrespective of distance"" with the clarity of a face-to-face meeting using a device that ""will fit in our vest pockets."""	Did Nikola Tesla Describe Cell Phones in 1926?
vclaim-sno-tesla-hiring-complaints-elon-musk	A job listing posted by Tesla in January 2021 described the specialist role as having to “address social media escalations … directed at the CEO,” who at the time of this writing was Elon Musk.	Is Tesla Hiring Someone to Handle Complaints Tweeted at Elon Musk?
vclaim-sno-testicles-childbirth-pain-comparison	Getting hit in the testicles is hundreds of times more painful than labor or childbirth.	Is a Testicular Blow Exponentially More Painful Than Childbirth?
vclaim-sno-testimony-biotech-company	Court testimony proved that a biotech company harvests organs from live fetuses.	Did Court Testimony Prove a Biotech Company Harvests Organs from Live Fetuses?
vclaim-sno-tetanus-vaccine-sterilization	Ongoing tetanus vaccine campaigns in Kenya are a ruse to sterilize women of childbearing age.	Is Tetanus Vaccine Spiked with Sterilization Chemicals?
vclaim-sno-texas-alien-anal-probe	Arnold White admitted he had kidnapped and sexually assaulted 79 people while he was disguised as an alien.	Did a Texas Man Confess to Kidnapping 79 People While Disguised as an Alien?
vclaim-sno-texas-am-commencement-address	Radio talk show host Neal Boortz delivered a controversial commencement speech at Texas A&M.	Neal Boortz’s Texas A&M Commencement Address?
vclaim-sno-texas-arkansas-snow-removal-road	Images show a snow-covered road in Texas next to a snowplowed road in Arkansas during a February 2021 winter storm.	Does Photo Show Half-Cleared Road on Texas-Arkansas Border?
vclaim-sno-texas-armed-patrol-boats	A photograph shows a Texas Dept. of Public Safety boat equipped with machine guns on the Rio Grande.	Does the Texas DPS Have Armed Patrol Boats on the Rio Grande?
vclaim-sno-texas-birth-certificates-illegals	The State of Texas announced it would no longer be issuing birth certificates to the children of undocumented immigrants.	Texas No Longer Issuing Birth Certificates to Babies Born to Undocumented Immigrants?
vclaim-sno-texas-bonnet-rattlesnake	Photograph shows a newly-discovered snake species known as the Texas Bonnet Rattlesnake.	Texas Bonnet Rattlesnake
vclaim-sno-texas-boston-strangler	The Texas state legislature once passed a resolution honoring the Boston Strangler.	Did the Texas Legislature Honor the Boston Strangler?
vclaim-sno-texas-chainsaw-massacre	The film The Texas Chainsaw Massacre was based on a true story.	Was ‘The Texas Chainsaw Massacre’ Based on a True Story?
vclaim-sno-texas-christians-adopting-children	A law passed in Texas would ban non-Christians from adopting children.	Does Texas Ban Non-Christians from Adopting Children?
vclaim-sno-texas-church-shooter-antifa	The perpetrator of the Sutherland Springs shooting carried an Antifa flag and told churchgoers “this is a communist revolution.”	Was the Texas Church Shooter an Antifa Member Who Vowed to Start Civil War?
vclaim-sno-texas-church-shooter-atheist-dnc-payroll	The Texas church shooter was an atheist and was also on the payroll of the Democratic National Committee.	Was the Texas Church Shooter an Atheist on the DNC Payroll?
vclaim-sno-texas-governor-tweet-rapist	Texas Governor Greg Abbott posted a tweet falsely claiming a convicted child rapist was an illegal immigrant.	Did the Texas Governor Tweet a Fake BBC Page with False Information About a Convicted Rapist?
vclaim-sno-texas-harvey-israel	As of October 2017, would-be recipients of a repair grant from Dickinson, Texas, must promise not to boycott Israel.	Did a City in Texas Require Harvey Aid Recipients to Promise Not to Boycott Israel?
vclaim-sno-texas-high-school-students-fake-trump-assassination	High school students in Texas were reprimanded for a skit depicting the assassination of President-elect Trump.	Texas High School Students Fake Trump Assassination
vclaim-sno-texas-hold-em	The town of Purdon, Texas was quarantined after a family of five there tested positive for the Ebola virus.	Texas Town Quarantined After Family of Five Test Positive for the Ebola Virus
vclaim-sno-texas-horse-hunt	A Texas business provides big game hunters with an opportunity to participate in “horse hunt adventures.”	Texas Horse Hunt
vclaim-sno-texas-house-saved-inflatable-dam	"A photograph shows an ""inflatable dam"" holding back the flood waters surrounding a Texas home."	Was This House Saved from a Flood by an ‘Inflatable Dam?’
vclaim-sno-texas-israel-oath-boycott	A 2017 law passed in Texas requires would-be government contractors to sign an oath promising they will not boycott Israel.	Does a Texas Law Require Government Contractors to Swear They Won’t Boycott Israel?
vclaim-sno-texas-man-prostitute-wife	A man hired an escort, only to discover that it was his wife.	Did a Texas Man Discover a Hired Escort Was His Wife?
vclaim-sno-texas-man-speaks-about-black-lives-matter	A resident of East Texas shared his opinion of the Black Lives Matter movement.	Texas Man Speaks About Black Lives Matter
vclaim-sno-texas-maternal-mortality-rate-doubles-after-reproductive-health-restrictions	The maternal death rate in Texas has spiked in recent years due to funding cuts for reproductive health clinics.	Texas Maternal Mortality Rate Doubles After Reproductive Health Restrictions?
vclaim-sno-texas-mayor-rant-facebook-post	"Tim Boyd, the mayor of Colorado City, Texas, wrote, ""Only the strong will survive and the weak will parish [sic]"" in a Facebook post about the February 2021 winter storm."	Did Texas Mayor Say ‘Only the Strong Will Survive’ Amid Winter Storm?
vclaim-sno-texas-non-citizen-voters	Texas discovered that 58,000 ineligible non-citizens illegally registered and voted in one or more elections in the state.	Did Texas Discover 58,000 Cases of Voter Fraud by Non-Citizens?
vclaim-sno-texas-pastor-weapons-loaded	Texas Pastor Brandon Burden told his congregation to keep their weapons “loaded” in advance of the Jan. 20, 2021, presidential inauguration.	Did Texas Pastor Say Keep Weapons ‘Loaded’ Before Inauguration?
vclaim-sno-texas-rape-insurance	"In August 2017, the Texas House of Representatives passed a bill that would force women to purchase ""rape insurance."""	Did the Texas House of Representatives Pass a Law Requiring Women to Buy ‘Rape Insurance’?
vclaim-sno-texas-rapture-schooling	School is no longer compulsory for Texas students whose parents believe in the religious concept of Rapture.	Did Texas Rule Kids Don’t Need to Be Schooled If They Believe in the Rapture?
vclaim-sno-texas-residents-forced-to-pay-slavery-reparations	A resolution passed in March 2016 forces residents of a Texas county to pay reparations to black citizens.	Texas Residents Forced to Pay Slavery Reparations?
vclaim-sno-texas-samir-al-hajeed-sam-hyde	"The gunman in a November 2017 mass shooting in Sutherland Springs, Texas was identified as a Muslim convert named ""Samir Al-Hajeed."""	Was the Texas Church Shooter a Muslim Convert Named ‘Samir Al-Hajeed’?
vclaim-sno-texas-sb-17	"If implemented, the provisions of Texas Senate Bill 17 would ""allow doctors to refuse LGBTQ patients."""	Did Republican Texas Legislators Advance a Bill That Would ‘Allow Doctors to Refuse to Treat LGBT People’?
vclaim-sno-texas-social-workers	"The Texas regulatory board overseeing social workers removed language from a rule that previously prohibited social workers from refusing service to clients because of their ""disability; sexual orientation; gender identity and expression."""	Did Texas Remove Discrimination Protections for LGBTQ and Disabled Clients of Social Workers?
vclaim-sno-texas-statue-vandalize-deadly-force	It is legal in Texas to use deadly force to stop a Confederate statue from being vandalized.	Is It Legal in Texas to Use Deadly Force to Protect a Statue from Vandalism?
vclaim-sno-texas-two-misstep	The Texas Department of Corrections granted a cannibal inmate’s request of a child for his last meal.	Death Row Inmate Asks for a Child As His Last Meal, Texas DOC Plan to Grant Request?
vclaim-sno-texas-vote-switching	"Voters across Texas have witnessed their votes switch from ""straight Republican"" to Democrat on compromised voting machines."	Texas Vote Switching
vclaim-sno-texas-voter-id-meme	92-year-old Pam Nelson of Victoria, Texas, was unable to vote because of new laws requiring voters to present ID.	Texas Voter ID
vclaim-sno-texas-voter-id-names-women	Texas' photo ID law means voters whose photo ID name doesn't match their birth certificate name must bring marriage and divorce documents to the polls.	Does Texas Law Prevent Women from Voting Due to ID Requirements?
vclaim-sno-texas-voting-machines-party-switching	Voting machines in Texas are changing voters' selections to the opposite party's candidate in a U.S. Senate race.	Are Texas Voting Machines Switching People’s Votes?
vclaim-sno-text-count-me-to-89800	"The Women's March on Washington is tallying attendees by asking them to text ""COUNT ME"" to 89800."	Should You Text ‘Count Me’ to 89800 to Support the Women’s March?
vclaim-sno-text-nhs-worker-coronavirus	"A National Health Service worker warned against going out to buy necessities, even bread, when COVID-19's infection ""peak"" hits ""tomorrow."""	Is This a Text from an NHS Worker?
vclaim-sno-text-rbg-50409	"Texting ""RBG"" to 50409 engages a service called ""Resistbot"" and generates an email encouraging a delayed vote on a new Supreme Court justice, which is sent to a user's U.S. senators."	Does Texting ‘RBG’ to 50409 Send a Letter to Your Senators?
vclaim-sno-text-target-gift-card	"Social media users can get a free Target gift card by texting the word ""TARGET"" to 83361."	Can You Text to 83361 to Receive a Free Target Gift Card?
vclaim-sno-textbook-africa-south-america	"A map showing the ""Distribution of Perching Birds"" in a science textbook mistook Africa for South America."	Did a Science Textbook Mistake Africa for South America?
vclaim-sno-textbook-bigotry	Image shows a children’s textbook with a passage stating that only white people can be racist and only men can be sexist.	Disturbing: LOOK What We Found in This Liberal Textbook
vclaim-sno-textbook-brock-turner-criminology-example	A criminology textbook used an image of Brock Turner to illustrate an entry on rape.	Did a Criminology Textbook Use Brock Turner to Illustrate an Entry on Rape?
vclaim-sno-texting-lanes-miami-dade	"Miami-Dade County announced plans to create ""texting lanes"" on its highways."	Miami-Dade to Create Freeway ‘Texting Lane’ to Accommodate Millenial Drivers
vclaim-sno-texting-while-driving	Photographs show automobile accidents that occurred as the result of motorists texting while driving.	Texting While Driving
vclaim-sno-tgi-fridays-deal	A $380 million deal to sell TGI Fridays that was announced in 2019 was canceled on March 31, 2020, because of the oncoming COVID-19 pandemic.	Was a $380M Deal To Sell TGI Fridays Canceled Due to COVID?
vclaim-sno-thai-die	A 13-year-old boy in Thailand died from pumping air up his rectum to get high.	Bicycle Pump Death
vclaim-sno-thalidomide-covid-vaccine	A rapidly approved drug known as thalidomide was not rigorously tested before being prescribed to pregnant women, ultimately leading to “malformations in newborns” born to women who were prescribed the drug. The so-called “thalidomide tragedy” provides a possible case study for the undetermined effects of COVID-19 vaccinations administered under emergency-use authorizations in the U.S.	Is the 1950s ‘Thalidomide Tragedy’ Indicative of COVID-19 Vaccine Risks?
vclaim-sno-thank-you-canada	"Florida Circuit Court Judge Robert Meadows penned an essay entitled ""Thank You Canada,"" in which he urged readers to be more appreciative of our northern neighbors."	Did Judge Robert Meadows Pen an Essay Entitled ‘Thank You, Canada?’
vclaim-sno-thanks-a-mil-no-make-that-54-million	After successfully robbing a bank, very polite Japanese thieves penned a thank-you note to that financial institution.	Robbers Send Thank You Note
vclaim-sno-thanks-for-sharing	Muhammad Ali offered a pithy quote about religion while visiting the World Trade Center site after 9/11.	Thanks for Sharing
vclaim-sno-thanks-to-those-who-serve-maze	"A photograph shows a corn maze that spells out the letters, ""Thanks to those who serve."""	Is the ‘Thanks to Those Who Serve’ Corn Maze Real?
vclaim-sno-thar-she-blows	In 1970, the Oregon Department of Transportation attempted to dispose of a whale carcass by blowing it up.	Oregon’s Infamous Exploding Whale
vclaim-sno-that-girl-emily	Woman takes revenge on her cheating husband by advertising his infidelities on a billboard.	Did a Woman Expose Her Cheating Husband with a Billboard?
vclaim-sno-that-run-down-feeling	Driving examiner gets run over during a road test.	Driving Examiner Mishap
vclaim-sno-thats-so-craven	Raven Symone said Bill Cosby “drugged and raped” her after	Raven Symone Files Molestation Charges Against Bill Cosby
vclaim-sno-the-045	Gen. David Petraeus authored an essay about the 0.45% of the population that has served in the Global War on Terror.	Gen. David Petraeus on the 0.45%
vclaim-sno-the-12-days-of-whataburger	“12 Days of Whataburger” coupons can be redeemed for free food items at Whataburger outlets.	‘The 12 Days of Whataburger’ Coupons
vclaim-sno-the-4-solution	Beginning on 27 January 2013 credit card users will be assessed a 4% fee.	4% Credit Card Fees
vclaim-sno-the-5-solution	Senator Chris Dodd opined that a 5% down payment requirement “would restrict home ownership to only those who can afford it.”	5% Downpayment Quote
vclaim-sno-the-50-porsche	Woman sells her partner's expensive new car for $50 after he runs off with a younger woman.	The $50 Porsche
vclaim-sno-the-64000-question	President Obama declined to answer a question about whether he would give up his current health care program.	The $64,000 Question for Obama
vclaim-sno-the-accidental-tsuris	Destructive act is conveniently blamed on household pet.	Pet Blamed for Mishap
vclaim-sno-the-affirmative-action-president	Matt Patterson wrote “The Affirmative Action President,” an opinion piece critical of Barack Obama, for the	Washington Post Hits Obama
vclaim-sno-the-affordable-golf-club-act	The “Affordable Golf Club Act” requires all U.S. residents to purchase a new set of golf clubs before April 2014.	The Affordable Golf Club Act
vclaim-sno-the-amazing-cucumber	List details a number of helpful uses for cucumbers.	The Amazing Cucumber
vclaim-sno-the-amish-dont-get-autism	The Amish don’t get autism because they do not vaccinate their children.	The Amish Don’t Get Autism?
vclaim-sno-the-amityville-horror	'The Amityville Horror' is based on a true story.	Was ‘Amityville Horror’ Based on a True Story?
vclaim-sno-the-aroused-minister	The minister officiating at Ursula's wedding ceremony in The Little Mermaid displays an erection.	Does the Minister in ‘Little Mermaid’ Get an Erection?
vclaim-sno-the-art-of-marriage	Actor Paul Newman authored an essay on the art of marriage for his wedding to Joanne Woodward.	The Art of Marriage
vclaim-sno-the-artful-dodger	Rocker Ted Nugent evaded the draft in the 1960s by taking drugs and acting crazy.	Ted Nugent Dodged the Draft?
vclaim-sno-the-babysitter-and-the-man-upstairs	A babysitter left alone in charge of sleeping children receives several mysterious, threatening phone calls.	The Babysitter and the Man Upstairs
vclaim-sno-the-bag-lady	Woman accidentally leaves a bag of waste in her lover’s apartment.	What She Left Behind
vclaim-sno-the-banned-book-of-dr-seuss	Dr. Seuss once wrote a children's book since banned due to its references to suicide and violence.	The ‘Banned’ Book of Dr. Seuss
vclaim-sno-the-barometer-problem	A physics professor gives a final examination that requires his students to explain how to measure the height of a tall building using a barometer. Instead of the expected answer (i.e., measure the barometric pressure at the top and bottom of the building, then use those readings to calculate the altitude), one student provides several unique but technically correct alternative solutions to the problem.	The Barometer Problem
vclaim-sno-the-bawdy-under-the-bed	A vacationing couple staying in a foul-smelling motel room discovered a body hidden under their bed.	The Body Under the Bed
vclaim-sno-the-bedbug-letter	Apology letter sent to a wronged customer is marred by attached instructions to send the recipient the standard grovel.	The Bedbug Letter
vclaim-sno-the-best-wing	Photographs show a dwelling made from an airplane.	House Made from Airplane
vclaim-sno-the-big-sleep	Eating turkey makes people especially drowsy.	Does Eating Turkey Make You Sleepy?
vclaim-sno-the-biggest-christmas-tree	Photograph shows “the world’s largest Christmas tree display.”	The Biggest Christmas Tree
vclaim-sno-the-biscuit-bullet	A woman sitting in a car is convinced she’s been shot when a loud bang is immediately followed by an impact to her head, producing a sticky mass on her cranium. The ‘brains’ she tries to hold in turn out to be biscuit dough from an exploded can.	The Biscuit Bullet
vclaim-sno-the-blind-date	A young man with a blind date arranged for later in the evening stops by a drug store one afternoon to pick up some condoms (just in case).  To cover his nervousness, he jokes with the pharmacist about how he plans to “get lucky” that night.  When the young man arrives at his date’s home later that evening the door is answered by the same pharmacist, who turns out to be his blind date’s father.	Buying Condoms From Date’s Dad
vclaim-sno-the-book-of-potter	Pope Francis has hired	Was J.K. Rowling Hired to Rewrite the Bible?
vclaim-sno-the-boyfriends-death	Hours after sending her boyfriend in search of gasoline, a girl is rescued from her stranded car by police. Though cautioned not to turn around, she does...and sees her boyfriend's lifeless body hanging from a tree branch above the car.	The Boyfriend’s Death
vclaim-sno-the-boys-in-the-band	A deceived woman exacts revenge on her married lover by slipping his wedding ring onto his penis.	Wedding Ring Penile Strangulation
vclaim-sno-the-buggy-buggy	Handles of shopping carts are laden with germs.	Are Shopping Cart Handles Riddled with Germs?
vclaim-sno-the-bullet-fuse	A pair of Arkansas rednecks are injured using a .22 caliber shell in place of a burnt-out automobile fuse.	The Bullet Fuse
vclaim-sno-the-bunny-man-photo	The FBI discovered a mysterious photograph behind a dumpster in 1982 which showed a man in a bunny mask dragging a woman into a building.	The Bunny Man
vclaim-sno-the-butter-truth	Margarine was originally manufactured to fatten turkeys.	Margarine vs. Butter: What’s Better?
vclaim-sno-the-cab-ride	Account describes a cab driver taking an elderly woman to a hospice on the last ride of her life.	The Cab Ride
vclaim-sno-the-caine-mutiny	“No tears” baby shampoos work because they include anesthetics such as novocaine.	Novocaine in Baby Shampoo
vclaim-sno-the-carry-grant	A	Answer Carried into Exam
vclaim-sno-the-cented-garden	Presenting a rare 1943 copper cent to Ford entitled the bearer to a brand-new automobile.	1943 Penny For a Ford Automobile
vclaim-sno-the-class-menagerie	A registrar, as a joke, fills one entire class with students whose last names are also animal names (e.g., Byrd, Fox, Lyon, Finch, Lamb).	The Class Menagerie
vclaim-sno-the-claus-that-refreshes	The modern image of Santa Claus was created by the Coca-Cola Company.	Did Coca-Cola Invent the Modern Image of Santa Claus?
vclaim-sno-the-color-of-sperm	A neo-Nazi woman gave birth to a black baby after being inseminated by the wrong sperm donor.	Black Donor’s Sperm Mistakenly Sent to Neo-Nazi Couple?
vclaim-sno-the-coming-ice-age	"'Time' ran a cover story titled ""How to Survive the Coming Ice Age"" in 1977."	Did a 1977 ‘Time’ Story Offer Tips on ‘How to Survive the Coming Ice Age’?
vclaim-sno-the-company-for-cruelty	Cosmetic companies Avon, Mary Kay and Estée Lauder have resumed testing their products on animals after previously abandoning the practice.	Has Animal Testing Resumed for Avon, Mary Kay, and Estée Lauder?
vclaim-sno-the-costner-of-love	In August 1997, the Baltimore Orioles deliberately created a lighting malfunction before a game to keep Cal Ripken's consecutive game streak intact.	The Cost(ner) of Love
vclaim-sno-the-crushed-dog	An overanxious visitor accidentally sits on the family pet and kills it.	The Crushed Dog
vclaim-sno-the-curse-of-tecumseh	A death curse threatens U.S. presidents elected in years evenly divisible by twenty.	Presidential 20-Year Death Curse
vclaim-sno-the-daily-planet	NASA announced that the Curiosity Rover found a message from God on Mars.	NASA Finds Message from God on Mars
vclaim-sno-the-daughter-of-a-soldier	Soldier at an airport delivers a kiss from her father to a little girl.	The Daughter of a Soldier
vclaim-sno-the-days-of-swine-neuroses	E-mails provide helpful advice about swine flu.	Swine Flu Advice
vclaim-sno-the-dead-cat-in-the-package	A package containing a dead cat is stolen by a thief who thinks she’s making off with something of value.	The Dead Cat in the Package
vclaim-sno-the-dead-vets-vette	Buyer who answers unbelievable ad in paper offering a vintage Corvette for a pittance discovers the car belonged to the seller’s son, who was killed in Vietnam, and is being offered for so low a price because the bereaved mother has no inkling of the vehicle’s true value.	The Dead Vet’s Vette
vclaim-sno-the-death-of-beth	AMC is bringing the character of Beth Greene back to life on	AMC’s ‘The Walking Dead’ Agrees to Bring Beth Greene Back to Life.
vclaim-sno-the-death-of-fluffy	Comedian Gabriel Iglesias is dead.	Gabriel Iglesias Death Hoax
vclaim-sno-the-death-of-hef	The iconic founder of the Playboy empire has died at age 91	Playboy Tycoon Hugh Hefner Passes Away at 91
vclaim-sno-the-decline-and-fall-of-the-american-empire	Rabbi Steven Pruzansky penned an opinion piece about the 2012 U.S. presidential elections entitled “The Decline and Fall of the American Empire.”	Rabbi Steven Pruzansky — The Decline and Fall of the American Empire
vclaim-sno-the-disappearance-of-ashley-kansas	The town of Ashley, Kansas, and its entire population disappeared after an earthquake in 1952.	The Disappearance of Ashley, Kansas
vclaim-sno-the-dishonest-note	A fellow returns to his car to find it smashed up and an unusual note on the windshield.	The Dishonest Note
vclaim-sno-the-doctor-of-the-future	Thomas Edison said that “The doctor of the future will give no medicine but will interest his patients in the care of the human frame, in diet and in the cause and prevention of disease.”	Thomas Edison on the 'Doctor of the Future'
vclaim-sno-the-dog-watch	A young man tries to distract his date's parents from his dinnertime faux pas by inadvertently calling their attention to an even more embarrassing situation.	Dating Disasters: The Dog Watch
vclaim-sno-the-don-patrol	Mafia neighbor helps burglary victims by effecting the return of their stolen goods.	Helpful Mafia Neighbor
vclaim-sno-the-donner-partys-over	Two of Santa's reindeer were originally named 'Dunder' and 'Blixem,' not 'Donner' and 'Blitzen.'	What Are the True Names of Santa’s Reindeer?
vclaim-sno-the-dreamsicle	A woman is so overwhelmed a meeting a celebrity in an ice cream parlor that she inadvertently puts her ice cream cone into her purse.	Ice Cream in Purse
vclaim-sno-the-elephant-whisperer	After ‘Elephant Whisperer’ Lawrence Anthony died, groups of wild elephants traveled miles to visit his home.	The Elephant Whisperer
vclaim-sno-the-ether-bunny	A student who consults a doctor at the campus medical center because of continual soreness in his rectum discovers that his gay roommate has been secretly anesthetizing and sodomizing him at night.	Secret Roommate Sodomy
vclaim-sno-the-expressionless	"An ""expressionless"" apparition in a blood-covered gown appeared at Cedars-Sinai hospital in 1972."	The Expressionless Ghost
vclaim-sno-the-eye-of-god	A photograph taken by the Hubble Space Telescope shows a nebula dubbed the 'Eye of God.'	The ‘Eye of God’ Photographed by Hubble Space Telescope
vclaim-sno-the-eyes-of-texas	The McDonald’s restaurant chain is the world’s largest purchaser of cow eyeballs.	McDonald's: World's Largest Purchaser of Cow Eyeballs?
vclaim-sno-the-eyes-that-saw-a-nuke	Photograph shows the face of a girl who was blinded by a nuclear bomb.	The Eyes That Saw a Nuke
vclaim-sno-the-fair-shake	After the 1989 Loma Prieta earthquake, a car thief was found crushed to death under a collapsed freeway overpass in the vehicle he’d stolen.	Car Thief Dies in Earthquake
vclaim-sno-the-fall-of-the-athenian-republic	Law professor’s analysis demonstrates that the results of the last presidential election correspond to a prediction about the downfall of democracy.	The Fall of the Athenian Republic
vclaim-sno-the-fart-in-the-dark	A young lady on a date breaks wind in private	The Fart in the Dark
